part,event,ID,mother,daughter1,daughter2,Px,Py,Pz,E,X,Y,Z,T,i1,i2,i3
2956,7,431,5,9,10,-0.1243,-1.109,0.4745,2.312,0.4898,0.0719,2.3135,0.4235,55,0,112
2957,8,22,5,-1,-1,-0.1457,-0.0234,0.0092,0.1479,0.4898,0.0719,2.3135,0.4235,55,0,112
2958,9,-313,7,11,12,0.1875,-0.1629,0.7425,1.1685,0.4894,0.0687,2.3148,0.4301,55,0,112
2959,10,321,7,24,24,-0.3117,-0.946,-0.2679,1.1435,0.4894,0.0687,2.3148,0.4301,55,0,112
2960,11,-321,9,25,25,0.2594,-0.3206,0.683,0.9382,0.4894,0.0687,2.3148,0.4301,55,0,112
2961,12,211,9,26,26,-0.0719,0.1576,0.0595,0.2303,0.4894,0.0687,2.3148,0.4301,55,0,112
2962,13,22,6,-1,-1,-0.0666,-0.0596,-0.2205,0.238,0.4898,0.0719,2.3135,0.4235,55,0,112
2963,14,22,6,-1,-1,0.0114,-0.0899,-0.0489,0.103,0.4898,0.0719,2.3135,0.4235,55,0,112
2964,15,321,4,27,28,0.4589,0.3998,1.5586,1.7445,0.4923,0.0834,2.3378,0.4584,55,0,112
2965,16,11,4,29,31,-0.0861,0.7899,0.5238,0.9517,0.4923,0.0834,2.3378,0.4584,55,0,112
2966,17,-12,4,-1,-1,-0.156,-0.2132,-0.0118,0.2644,0.4923,0.0834,2.3378,0.4584,55,0,112
2967,18,333,2,20,21,-1.3741,-0.6966,2.6914,3.265,0.5494,0.1369,2.7601,1.5835,55,0,112
2968,19,-10321,2,22,23,1.6584,1.002,-0.4797,2.4739,0.5494,0.1369,2.7601,1.5835,55,0,112
2969,20,321,18,32,32,-0.5629,-0.2688,0.9883,1.2687,0.5494,0.1369,2.7601,1.5835,55,0,112
2970,21,-321,18,33,37,-0.8111,-0.4278,1.7031,1.9963,0.5494,0.1369,2.7601,1.5835,55,0,112
2971,22,310,19,38,39,1.5949,1.2817,-0.3809,2.1399,0.5494,0.1369,2.7601,1.5835,55,0,112
2972,23,-211,19,40,41,0.0635,-0.2797,-0.0988,0.334,0.5494,0.1369,2.7601,1.5835,55,0,112
2973,0,300553,-1,1,2,0.1758,0,4.4901,11.4949,0.4056,0.0719,-4.2396,-0.6986,55,0,113
2974,1,521,0,3,5,0.3229,-0.1472,2.0313,5.6675,0.4056,0.0719,-4.2396,-0.6986,55,0,113
2975,2,-521,0,19,20,-0.1471,0.1472,2.4588,5.8273,0.4056,0.0719,-4.2396,-0.6986,55,0,113
2976,3,-421,1,6,11,0.326,-1.3393,2.0356,3.0857,0.443,0.0549,-4.0042,-0.0418,55,0,113
2977,4,-13,1,25,25,0.4339,-0.5867,-0.1183,0.7467,0.443,0.0549,-4.0042,-0.0418,55,0,113
2978,5,14,1,-1,-1,-0.437,1.7787,0.114,1.8351,0.443,0.0549,-4.0042,-0.0418,55,0,113
2979,6,311,3,12,12,0.094,-0.1853,0.2081,0.578,0.4565,-0.0006,-3.9198,0.0861,55,0,113
2980,7,-211,3,-1,-1,-0.0034,-0.4594,0.8249,0.9544,0.4565,-0.0006,-3.9198,0.0861,55,0,113
2981,8,211,3,26,33,-0.0207,-0.4796,0.4137,0.6488,0.4565,-0.0006,-3.9198,0.0861,55,0,113
2982,9,111,3,13,14,0.099,-0.0087,0.2146,0.2723,0.4565,-0.0006,-3.9198,0.0861,55,0,113
2983,10,111,3,15,16,0.1606,-0.2835,0.2779,0.449,0.4565,-0.0006,-3.9198,0.0861,55,0,113
2984,11,111,3,17,18,-0.0035,0.0772,0.0964,0.183,0.4565,-0.0006,-3.9198,0.0861,55,0,113
2985,12,310,6,34,35,0.094,-0.1853,0.2081,0.578,0.4565,-0.0006,-3.9198,0.0861,55,0,113
2986,13,22,9,-1,-1,0.0607,-0.0646,0.1686,0.1905,0.4565,-0.0006,-3.9198,0.0861,55,0,113
2987,14,22,9,-1,-1,0.0382,0.0558,0.046,0.0818,0.4565,-0.0006,-3.9198,0.0861,55,0,113
2988,15,22,10,-1,-1,0.1179,-0.1399,0.2254,0.2903,0.4565,-0.0006,-3.9198,0.0861,55,0,113
2989,16,22,10,-1,-1,0.0428,-0.1436,0.0525,0.1588,0.4565,-0.0006,-3.9198,0.0861,55,0,113
2990,17,22,11,-1,-1,-0.0315,-0.0186,-0.0092,0.0377,0.4565,-0.0006,-3.9198,0.0861,55,0,113
2991,18,22,11,-1,-1,0.028,0.0958,0.1056,0.1453,0.4565,-0.0006,-3.9198,0.0861,55,0,113
2992,19,333,2,21,22,-0.5444,-1.696,-0.1094,2.0548,0.4003,0.0772,-4.1513,-0.4894,55,0,113
2993,20,-10321,2,23,24,0.3973,1.8432,2.5682,3.7725,0.4003,0.0772,-4.1513,-0.4894,55,0,113
2994,21,321,19,36,36,-0.1902,-0.6117,-0.0587,0.8109,0.4003,0.0772,-4.1513,-0.4894,55,0,113
2995,22,-321,19,37,40,-0.3542,-1.0843,-0.0507,1.244,0.4003,0.0772,-4.1513,-0.4894,55,0,113
2996,23,310,20,41,42,-0.3136,-0.0864,1.071,1.2249,0.4003,0.0772,-4.1513,-0.4894,55,0,113
2997,24,-211,20,43,46,0.7109,1.9297,1.4972,2.5476,0.4003,0.0772,-4.1513,-0.4894,55,0,113
2998,0,300553,-1,1,2,0.176,0,4.5007,11.4953,0.4315,0.0652,5.1075,0.8602,55,0,114
2999,1,521,0,3,4,-0.0513,-0.2651,2.327,5.7755,0.4315,0.0652,5.1075,0.8602,55,0,114
3000,2,-521,0,9,13,0.2273,0.2651,2.1737,5.7198,0.4315,0.0652,5.1075,0.8602,55,0,114
3001,3,333,1,5,6,1.7998,0.7463,2.1982,3.1094,0.4268,0.0405,5.3238,1.3972,55,0,114
3002,4,10321,1,7,8,-1.8511,-1.0114,0.1288,2.6661,0.4268,0.0405,5.3238,1.3972,55,0,114
3003,5,321,3,29,33,1.1316,0.4769,1.3941,1.9223,0.4268,0.0405,5.3238,1.3972,55,0,114
3004,6,-321,3,34,35,0.6682,0.2693,0.804,1.1871,0.4268,0.0405,5.3238,1.3972,55,0,114
3005,7,310,4,36,37,-0.0826,-0.0004,-0.2899,0.5818,0.4268,0.0405,5.3238,1.3972,55,0,114
3006,8,211,4,38,41,-1.7685,-1.011,0.4187,2.0843,0.4268,0.0405,5.3238,1.3972,55,0,114
3007,9,421,2,14,18,-0.3115,-1.7341,0.7659,2.6774,0.4327,0.0665,5.1184,0.8889,55,0,114
3008,10,111,2,23,24,0.1432,0.0416,0.111,0.2298,0.4327,0.0665,5.1184,0.8889,55,0,114
3009,11,-211,2,-1,-1,-0.0789,0.2026,0.1657,0.307,0.4327,0.0665,5.1184,0.8889,55,0,114
3010,12,213,2,25,26,0.4536,1.015,0.4769,1.5079,0.4327,0.0665,5.1184,0.8889,55,0,114
3011,13,-211,2,42,44,0.0209,0.74,0.6541,0.9977,0.4327,0.0665,5.1184,0.8889,55,0,114
3012,14,-321,9,45,45,-0.169,-0.323,0.1617,0.6346,0.428,0.0403,5.1299,0.9293,55,0,114
3013,15,211,9,46,47,-0.1523,-0.5797,-0.0936,0.6224,0.428,0.0403,5.1299,0.9293,55,0,114
3014,16,111,9,19,20,-0.2949,-0.7891,0.366,0.9283,0.428,0.0403,5.1299,0.9293,55,0,114
3015,17,111,9,21,22,0.3113,-0.0334,0.3373,0.4796,0.428,0.0403,5.1299,0.9293,55,0,114
3016,18,22,9,-1,-1,-0.0066,-0.009,-0.0055,0.0125,0.428,0.0403,5.1299,0.9293,55,0,114
3017,19,22,16,-1,-1,-0.1275,-0.2026,0.1435,0.2791,0.428,0.0403,5.1299,0.9293,55,0,114
3018,20,22,16,-1,-1,-0.1674,-0.5865,0.2225,0.6492,0.428,0.0403,5.1299,0.9293,55,0,114
3019,21,22,17,-1,-1,0,-0.0291,0.0367,0.0469,0.428,0.0403,5.1299,0.9293,55,0,114
3020,22,22,17,-1,-1,0.3112,-0.0043,0.3006,0.4327,0.428,0.0403,5.1299,0.9293,55,0,114
3021,23,22,10,-1,-1,0.1519,0.0099,0.122,0.1951,0.4327,0.0665,5.1184,0.8889,55,0,114
3022,24,22,10,-1,-1,-0.0087,0.0317,-0.011,0.0347,0.4327,0.0665,5.1184,0.8889,55,0,114
3023,25,211,12,48,49,0.5195,0.3081,-0.0372,0.621,0.4327,0.0665,5.1184,0.8889,55,0,114
3024,26,111,12,27,28,-0.0659,0.7069,0.5141,0.8869,0.4327,0.0665,5.1184,0.8889,55,0,114
3025,27,22,26,-1,-1,-0.0197,0.1558,0.0497,0.1647,0.4327,0.0665,5.1184,0.8889,55,0,114
3026,28,22,26,-1,-1,-0.0462,0.5511,0.4645,0.7222,0.4327,0.0665,5.1184,0.8889,55,0,114
3027,0,300553,-1,1,2,0.176,0,4.4987,11.4972,0.5136,0.0788,1.247,0.2166,55,0,115
3028,1,521,0,3,7,0.035,0.3274,2.2506,5.7483,0.5136,0.0788,1.247,0.2166,55,0,115
3029,2,-521,0,41,42,0.1409,-0.3274,2.2481,5.7489,0.5136,0.0788,1.247,0.2166,55,0,115
3030,3,-423,1,8,9,0.9335,-0.4225,1.2663,2.5848,0.5159,0.1004,1.3954,0.5956,55,0,115
3031,4,221,1,17,19,-0.0515,0.4409,-0.1245,0.7158,0.5159,0.1004,1.3954,0.5956,55,0,115
3032,5,213,1,26,27,-0.4896,0.4378,0.5373,1.1486,0.5159,0.1004,1.3954,0.5956,55,0,115
3033,6,111,1,30,31,0.2293,0.0925,0.3267,0.4314,0.5159,0.1004,1.3954,0.5956,55,0,115
3034,7,221,1,32,34,-0.5867,-0.2213,0.2448,0.8677,0.5159,0.1004,1.3954,0.5956,55,0,115
3035,8,-421,3,10,11,0.8344,-0.408,1.1994,2.4039,0.5159,0.1004,1.3954,0.5956,55,0,115
3036,9,111,3,15,16,0.0991,-0.0145,0.0669,0.1809,0.5159,0.1004,1.3954,0.5956,55,0,115
3037,10,10321,8,12,13,0.4875,-0.3483,1.1543,2.0226,0.5632,0.0773,1.4634,0.7318,55,0,115
3038,11,-211,8,-1,-1,0.3469,-0.0597,0.0451,0.3813,0.5632,0.0773,1.4634,0.7318,55,0,115
3039,12,311,10,14,14,0.5341,-0.734,0.3066,1.0796,0.5632,0.0773,1.4634,0.7318,55,0,115
3040,13,211,10,47,49,-0.0466,0.3857,0.8478,0.9429,0.5632,0.0773,1.4634,0.7318,55,0,115
3041,14,130,12,50,54,0.5341,-0.734,0.3066,1.0796,0.5632,0.0773,1.4634,0.7318,55,0,115
3042,15,22,9,-1,-1,0.0839,-0.0264,0.1058,0.1375,0.5159,0.1004,1.3954,0.5956,55,0,115
3043,16,22,9,55,56,0.0153,0.0119,-0.0388,0.0434,0.5159,0.1004,1.3954,0.5956,55,0,115
3044,17,111,4,20,21,0.0032,0.0041,0.0129,0.1357,0.5159,0.1004,1.3954,0.5956,55,0,115
3045,18,111,4,22,23,0.0759,0.2,-0.1124,0.2768,0.5159,0.1004,1.3954,0.5956,55,0,115
3046,19,111,4,24,25,-0.1306,0.2368,-0.0251,0.3033,0.5159,0.1004,1.3954,0.5956,55,0,115
3047,20,22,17,-1,-1,0.0573,0.0295,0.0334,0.0725,0.5159,0.1004,1.3954,0.5956,55,0,115
3048,21,22,17,-1,-1,-0.0541,-0.0254,-0.0204,0.0632,0.5159,0.1004,1.3954,0.5956,55,0,115
3049,22,22,18,-1,-1,0.0158,0.1786,-0.0468,0.1853,0.5159,0.1004,1.3954,0.5956,55,0,115
3050,23,22,18,-1,-1,0.0602,0.0214,-0.0656,0.0915,0.5159,0.1004,1.3954,0.5956,55,0,115
3051,24,22,19,-1,-1,0.0062,-0.0129,0.0083,0.0166,0.5159,0.1004,1.3954,0.5956,55,0,115
3052,25,22,19,57,57,-0.1368,0.2497,-0.0334,0.2867,0.5159,0.1004,1.3954,0.5956,55,0,115
3053,26,211,5,58,61,-0.494,0.5633,0.582,0.9589,0.5159,0.1004,1.3954,0.5956,55,0,115
3054,27,111,5,28,29,0.0044,-0.1255,-0.0447,0.1897,0.5159,0.1004,1.3954,0.5956,55,0,115
3055,28,22,27,-1,-1,-0.0155,-0.0338,0.046,0.0592,0.5159,0.1004,1.3954,0.5956,55,0,115
3056,29,22,27,62,63,0.0199,-0.0917,-0.0907,0.1305,0.5159,0.1004,1.3954,0.5956,55,0,115
3057,30,22,6,-1,-1,-0.0059,0.0165,-0.0045,0.0181,0.5159,0.1004,1.3954,0.5956,55,0,115
3058,31,22,6,-1,-1,0.2352,0.0761,0.3313,0.4133,0.5159,0.1004,1.3954,0.5956,55,0,115
3059,32,111,7,35,36,-0.263,-0.1153,0.1642,0.3573,0.5159,0.1004,1.3954,0.5956,55,0,115
3060,33,111,7,37,38,-0.2099,-0.0012,0.153,0.2927,0.5159,0.1004,1.3954,0.5956,55,0,115
3061,34,111,7,39,40,-0.1138,-0.1048,-0.0724,0.2177,0.5159,0.1004,1.3954,0.5956,55,0,115
3062,35,22,32,-1,-1,-0.1411,0.01,0.0881,0.1666,0.5159,0.1004,1.3954,0.5956,55,0,115
3063,36,22,32,64,64,-0.1219,-0.1253,0.0761,0.1906,0.5159,0.1004,1.3954,0.5956,55,0,115
3064,37,22,33,-1,-1,-0.0711,-0.0608,0.0874,0.128,0.5159,0.1004,1.3954,0.5956,55,0,115
3065,38,22,33,65,66,-0.1387,0.0596,0.0656,0.1646,0.5159,0.1004,1.3954,0.5956,55,0,115
3066,39,22,34,-1,-1,-0.0471,-0.0694,-0.1059,0.1351,0.5159,0.1004,1.3954,0.5956,55,0,115
3067,40,22,34,-1,-1,-0.0667,-0.0354,0.0335,0.0826,0.5159,0.1004,1.3954,0.5956,55,0,115
3068,41,333,2,43,44,-0.535,-2.3878,1.5853,3.089,0.5182,0.0682,1.3195,0.402,55,0,115
3069,42,-10321,2,45,46,0.6759,2.0604,0.6628,2.6599,0.5182,0.0682,1.3195,0.402,55,0,115
3070,43,321,41,67,69,-0.3684,-1.4493,1.0145,1.8732,0.5182,0.0682,1.3195,0.402,55,0,115
3071,44,-321,41,70,72,-0.1666,-0.9385,0.5709,1.2158,0.5182,0.0682,1.3195,0.402,55,0,115
3072,45,310,42,73,74,0.8602,1.5343,0.9008,2.0379,0.5182,0.0682,1.3195,0.402,55,0,115
3073,46,-211,42,-1,-1,-0.1843,0.5261,-0.238,0.622,0.5182,0.0682,1.3195,0.402,55,0,115
3074,0,300553,-1,1,2,0.176,0,4.5064,11.4964,0.5344,0.08,1.6591,0.2853,55,0,116
3075,1,521,0,3,5,0.0364,0.2889,2.2053,5.7286,0.5344,0.08,1.6591,0.2853,55,0,116
3076,2,-521,0,19,20,0.1397,-0.2889,2.3011,5.7678,0.5344,0.08,1.6591,0.2853,55,0,116
3077,3,-423,1,6,7,-1.567,1.6774,1.4421,3.373,0.5356,0.0897,1.7332,0.4779,55,0,116
3078,4,-11,1,25,25,0.9116,-0.3506,0.2612,1.011,0.5356,0.0897,1.7332,0.4779,55,0,116
3079,5,12,1,-1,-1,0.6918,-1.0379,0.502,1.3446,0.5356,0.0897,1.7332,0.4779,55,0,116
3080,6,-421,3,8,12,-1.6143,1.5498,1.3835,3.2248,0.5356,0.0897,1.7332,0.4779,55,0,116
3081,7,22,3,-1,-1,0.0473,0.1276,0.0586,0.1482,0.5356,0.0897,1.7332,0.4779,55,0,116
3082,8,321,6,26,32,-0.1065,0.5315,0.2375,0.7707,0.3954,0.2243,1.8533,0.7579,55,0,116
3083,9,-211,6,33,34,-0.2359,0.4889,0.3303,0.6505,0.3954,0.2243,1.8533,0.7579,55,0,116
3084,10,111,6,13,14,-0.2314,-0.0489,0.0254,0.2735,0.3954,0.2243,1.8533,0.7579,55,0,116
3085,11,111,6,15,16,-0.9831,0.3888,0.6942,1.2719,0.3954,0.2243,1.8533,0.7579,55,0,116
3086,12,111,6,17,18,-0.0575,0.1895,0.0961,0.2582,0.3954,0.2243,1.8533,0.7579,55,0,116
3087,13,22,10,-1,-1,-0.0762,-0.0743,0.0439,0.1151,0.3954,0.2243,1.8533,0.7579,55,0,116
3088,14,22,10,-1,-1,-0.1552,0.0254,-0.0185,0.1584,0.3954,0.2243,1.8533,0.7579,55,0,116
3089,15,22,11,-1,-1,-0.1844,0.1284,0.1243,0.2568,0.3954,0.2243,1.8533,0.7579,55,0,116
3090,16,22,11,-1,-1,-0.7987,0.2604,0.5698,1.0151,0.3954,0.2243,1.8533,0.7579,55,0,116
3091,17,22,12,-1,-1,-0.025,-0.0166,0.0201,0.0361,0.3954,0.2243,1.8533,0.7579,55,0,116
3092,18,22,12,-1,-1,-0.0325,0.2061,0.076,0.222,0.3954,0.2243,1.8533,0.7579,55,0,116
3093,19,333,2,21,22,0.3101,1.4662,2.696,3.2491,0.593,-0.0413,2.6254,2.7073,55,0,116
3094,20,-10321,2,23,24,-0.1705,-1.7551,-0.3949,2.5186,0.593,-0.0413,2.6254,2.7073,55,0,116
3095,21,321,19,35,38,0.2202,0.9513,1.5966,1.9355,0.593,-0.0413,2.6254,2.7073,55,0,116
3096,22,-321,19,39,42,0.09,0.5149,1.0994,1.3136,0.593,-0.0413,2.6254,2.7073,55,0,116
3097,23,310,20,43,44,0.1855,-0.4888,0.5378,0.9001,0.593,-0.0413,2.6254,2.7073,55,0,116
3098,24,-211,20,45,45,-0.356,-1.2663,-0.9326,1.6185,0.593,-0.0413,2.6254,2.7073,55,0,116
3099,0,300553,-1,1,2,0.1758,0,4.4885,11.4931,0.5957,0.0721,1.7664,0.3033,55,0,117
3100,1,521,0,3,7,0.071,-0.322,2.3255,5.778,0.5957,0.0721,1.7664,0.3033,55,0,117
3101,2,-521,0,15,16,0.1048,0.322,2.1629,5.7151,0.5957,0.0721,1.7664,0.3033,55,0,117
3102,3,-423,1,8,9,0.3577,0.6965,1.1001,2.4189,0.6042,0.0337,2.0436,0.992,55,0,117
3103,4,-211,1,21,27,-0.7275,-0.576,1.0296,1.3931,0.6042,0.0337,2.0436,0.992,55,0,117
3104,5,211,1,28,28,0.2263,-0.0961,-0.1763,0.3332,0.6042,0.0337,2.0436,0.992,55,0,117
3105,6,211,1,29,29,0.6836,0.274,0.3867,0.8434,0.6042,0.0337,2.0436,0.992,55,0,117
3106,7,111,1,13,14,-0.469,-0.6203,-0.0146,0.7895,0.6042,0.0337,2.0436,0.992,55,0,117
3107,8,-421,3,10,12,0.3302,0.6057,1.1644,2.3042,0.6042,0.0337,2.0436,0.992,55,0,117
3108,9,22,3,-1,-1,0.0275,0.0908,-0.0644,0.1146,0.6042,0.0337,2.0436,0.992,55,0,117
3109,10,321,8,30,31,0.3083,-0.4187,0.5708,0.9165,0.6259,0.0735,2.1202,1.1435,55,0,117
3110,11,13,8,32,32,-0.0164,0.4057,-0.1259,0.438,0.6259,0.0735,2.1202,1.1435,55,0,117
3111,12,-14,8,-1,-1,0.0383,0.6188,0.7195,0.9498,0.6259,0.0735,2.1202,1.1435,55,0,117
3112,13,22,7,-1,-1,-0.1488,-0.1477,0.0481,0.2151,0.6042,0.0337,2.0436,0.992,55,0,117
3113,14,22,7,-1,-1,-0.3203,-0.4727,-0.0628,0.5744,0.6042,0.0337,2.0436,0.992,55,0,117
3114,15,333,2,17,18,0.5857,-0.3373,-1.398,1.8563,0.6224,0.154,2.3164,1.7564,55,0,117
3115,16,-10321,2,19,20,-0.4808,0.6593,3.5609,3.8587,0.6224,0.154,2.3164,1.7564,55,0,117
3116,17,321,15,33,35,0.1991,-0.0793,-0.535,0.7589,0.6224,0.154,2.3164,1.7564,55,0,117
3117,18,-321,15,36,37,0.3866,-0.258,-0.8629,1.0974,0.6224,0.154,2.3164,1.7564,55,0,117
3118,19,310,16,38,39,0.1036,0.699,2.4014,2.5522,0.6224,0.154,2.3164,1.7564,55,0,117
3119,20,-211,16,40,43,-0.5844,-0.0397,1.1595,1.3065,0.6224,0.154,2.3164,1.7564,55,0,117
3120,0,300553,-1,1,2,0.1759,0,4.4925,11.4955,0.5185,0.0694,-0.0276,0.004,55,0,118
3121,1,521,0,3,4,-0.2132,-0.1342,2.3276,5.775,0.5185,0.0694,-0.0276,0.004,55,0,118
3122,2,-521,0,9,11,0.389,0.1342,2.1649,5.7206,0.5185,0.0694,-0.0276,0.004,55,0,118
3123,3,333,1,5,6,-1.9275,-0.7122,-0.1521,2.3007,0.4891,0.0509,0.2933,0.8002,55,0,118
3124,4,10321,1,7,8,1.7143,0.5781,2.4798,3.4742,0.4891,0.0509,0.2933,0.8002,55,0,118
3125,5,321,3,21,22,-0.8232,-0.3356,0.0486,1.018,0.4891,0.0509,0.2933,0.8002,55,0,118
3126,6,-321,3,23,24,-1.1043,-0.3767,-0.2008,1.2827,0.4891,0.0509,0.2933,0.8002,55,0,118
3127,7,310,4,25,26,0.5194,-0.1044,0.1168,0.7362,0.4891,0.0509,0.2933,0.8002,55,0,118
3128,8,211,4,27,30,1.1949,0.6825,2.363,2.738,0.4891,0.0509,0.2933,0.8002,55,0,118
3129,9,10421,2,12,13,-0.8177,-0.2451,0.5675,2.5755,0.5302,0.0734,0.0378,0.1769,55,0,118
3130,10,11,2,31,33,0.6893,1.4021,0.8862,1.7962,0.5302,0.0734,0.0378,0.1769,55,0,118
3131,11,-12,2,-1,-1,0.5174,-1.0228,0.7111,1.3489,0.5302,0.0734,0.0378,0.1769,55,0,118
3132,12,411,9,14,15,-0.7335,0.0968,0.157,2.0168,0.5302,0.0734,0.0378,0.1769,55,0,118
3133,13,-211,9,-1,-1,-0.0842,-0.342,0.4106,0.5586,0.5302,0.0734,0.0378,0.1769,55,0,118
3134,14,20213,12,16,17,-0.1098,0.3183,-0.0627,1.1601,0.4895,0.0788,0.0465,0.2888,55,0,118
3135,15,-311,12,20,20,-0.6238,-0.2214,0.2197,0.8568,0.4895,0.0788,0.0465,0.2888,55,0,118
3136,16,9000221,14,18,19,-0.2352,0.0992,0.0144,0.8615,0.4895,0.0788,0.0465,0.2888,55,0,118
3137,17,211,14,34,36,0.1254,0.2191,-0.077,0.2986,0.4895,0.0788,0.0465,0.2888,55,0,118
3138,18,211,16,37,38,0.0593,0.3908,-0.0387,0.421,0.4895,0.0788,0.0465,0.2888,55,0,118
3139,19,-211,16,39,40,-0.2945,-0.2916,0.053,0.4405,0.4895,0.0788,0.0465,0.2888,55,0,118
3140,20,310,15,41,42,-0.6238,-0.2214,0.2197,0.8568,0.4895,0.0788,0.0465,0.2888,55,0,118
3141,0,300553,-1,1,2,0.176,0,4.5043,11.4964,0.561,0.0774,1.5593,0.2687,55,0,119
3142,1,521,0,3,4,0.0922,0.2698,2.0974,5.6876,0.561,0.0774,1.5593,0.2687,55,0,119
3143,2,-521,0,9,12,0.0839,-0.2698,2.4069,5.8088,0.561,0.0774,1.5593,0.2687,55,0,119
3144,3,333,1,5,6,2.0267,-0.2962,-0.1522,2.2921,0.582,0.1388,2.0368,1.5635,55,0,119
3145,4,10321,1,7,8,-1.9345,0.5661,2.2496,3.3955,0.582,0.1388,2.0368,1.5635,55,0,119
3146,5,321,3,27,27,0.7975,-0.1401,0.0108,0.9484,0.582,0.1388,2.0368,1.5635,55,0,119
3147,6,-321,3,28,32,1.2291,-0.1561,-0.163,1.3437,0.582,0.1388,2.0368,1.5635,55,0,119
3148,7,310,4,33,34,-0.8641,0.7464,1.8503,2.2305,0.582,0.1388,2.0368,1.5635,55,0,119
3149,8,211,4,35,40,-1.0704,-0.1804,0.3993,1.165,0.582,0.1388,2.0368,1.5635,55,0,119
3150,9,413,2,13,14,-1.0915,-0.8804,-0.4029,2.4839,0.5645,0.0663,1.6585,0.508,55,0,119
3151,10,111,2,25,26,0.4157,-0.1526,0.5179,0.6947,0.5645,0.0663,1.6585,0.508,55,0,119
3152,11,-211,2,41,42,0.038,0.4583,0.6813,0.8338,0.5645,0.0663,1.6585,0.508,55,0,119
3153,12,-211,2,43,45,0.7217,0.3048,1.6105,1.7964,0.5645,0.0663,1.6585,0.508,55,0,119
3154,13,421,9,15,16,-1.0529,-0.8292,-0.3603,2.3245,0.5645,0.0663,1.6585,0.508,55,0,119
3155,14,211,9,46,46,-0.0386,-0.0512,-0.0426,0.1594,0.5645,0.0663,1.6585,0.508,55,0,119
3156,15,20213,13,17,18,-0.7307,-0.29,-0.5636,1.5002,0.347,-0.105,1.5841,0.9882,55,0,119
3157,16,-321,13,47,48,-0.3222,-0.5392,0.2033,0.8244,0.347,-0.105,1.5841,0.9882,55,0,119
3158,17,213,15,19,20,-0.3716,0.0585,-0.4284,0.9645,0.347,-0.105,1.5841,0.9882,55,0,119
3159,18,111,15,23,24,-0.359,-0.3485,-0.1352,0.5356,0.347,-0.105,1.5841,0.9882,55,0,119
3160,19,211,17,49,52,-0.0624,0.0123,-0.574,0.5941,0.347,-0.105,1.5841,0.9882,55,0,119
3161,20,111,17,21,22,-0.3092,0.0462,0.1456,0.3704,0.347,-0.105,1.5841,0.9882,55,0,119
3162,21,22,20,-1,-1,-0.0128,0.0012,-0.023,0.0264,0.347,-0.105,1.5841,0.9882,55,0,119
3163,22,22,20,-1,-1,-0.2965,0.045,0.1686,0.344,0.347,-0.105,1.5841,0.9882,55,0,119
3164,23,22,18,-1,-1,-0.0605,-0.0464,0.0271,0.0809,0.347,-0.105,1.5841,0.9882,55,0,119
3165,24,22,18,-1,-1,-0.2986,-0.3021,-0.1623,0.4547,0.347,-0.105,1.5841,0.9882,55,0,119
3166,25,22,10,-1,-1,0.1168,0.0086,0.0864,0.1455,0.5645,0.0663,1.6585,0.508,55,0,119
3167,26,22,10,53,55,0.2989,-0.1613,0.4315,0.5491,0.5645,0.0663,1.6585,0.508,55,0,119
3168,0,300553,-1,1,2,0.1758,0,4.4933,11.4899,0.5675,0.0709,0.2817,0.0557,55,0,120
3169,1,521,0,3,7,0.3485,0.1095,2.2714,5.7586,0.5675,0.0709,0.2817,0.0557,55,0,120
3170,2,-521,0,32,33,-0.1727,-0.1095,2.2219,5.7313,0.5675,0.0709,0.2817,0.0557,55,0,120
3171,3,-421,1,8,11,-0.3691,-0.1697,0.7759,2.0603,0.5773,0.0739,0.3455,0.2175,55,0,120
3172,4,111,1,19,20,-0.0774,-0.1808,-0.1838,0.3011,0.5773,0.0739,0.3455,0.2175,55,0,120
3173,5,323,1,21,22,0.1063,0.1542,0.7065,1.1703,0.5773,0.0739,0.3455,0.2175,55,0,120
3174,6,-323,1,25,26,0.3184,-0.1487,0.3087,1.0179,0.5773,0.0739,0.3455,0.2175,55,0,120
3175,7,323,1,28,29,0.3703,0.4545,0.664,1.209,0.5773,0.0739,0.3455,0.2175,55,0,120
3176,8,311,3,12,12,0.4589,0.0606,0.1714,0.7009,0.5503,0.0615,0.4022,0.3681,55,0,120
3177,9,111,3,13,14,-0.5424,-0.2278,0.1732,0.6279,0.5503,0.0615,0.4022,0.3681,55,0,120
3178,10,111,3,15,16,-0.1399,-0.117,0.4474,0.5016,0.5503,0.0615,0.4022,0.3681,55,0,120
3179,11,111,3,17,18,-0.1458,0.1145,-0.0161,0.2298,0.5503,0.0615,0.4022,0.3681,55,0,120
3180,12,130,8,38,39,0.4589,0.0606,0.1714,0.7009,0.5503,0.0615,0.4022,0.3681,55,0,120
3181,13,22,9,-1,-1,-0.1118,-0.0651,-0.0158,0.1303,0.5503,0.0615,0.4022,0.3681,55,0,120
3182,14,22,9,-1,-1,-0.4306,-0.1627,0.189,0.4976,0.5503,0.0615,0.4022,0.3681,55,0,120
3183,15,22,10,-1,-1,-0.0201,-0.1002,0.2507,0.2707,0.5503,0.0615,0.4022,0.3681,55,0,120
3184,16,22,10,40,41,-0.1198,-0.0168,0.1967,0.2309,0.5503,0.0615,0.4022,0.3681,55,0,120
3185,17,22,11,-1,-1,-0.1361,0.0702,0.0395,0.1581,0.5503,0.0615,0.4022,0.3681,55,0,120
