part,event,ID,mother,daughter1,daughter2,Px,Py,Pz,E,X,Y,Z,T,i1,i2,i3
2728,5,211,1,34,34,-0.2028,0.3462,0.5296,0.6789,0.4368,0.0863,-2.4756,-0.0982,55,0,104
2729,6,-211,1,35,36,0.0311,-0.464,0.0126,0.4857,0.4368,0.0863,-2.4756,-0.0982,55,0,104
2730,7,211,1,37,37,-0.0499,0.0809,0.6338,0.6559,0.4368,0.0863,-2.4756,-0.0982,55,0,104
2731,8,111,1,24,25,-0.0062,-0.4952,-0.0605,0.5169,0.4368,0.0863,-2.4756,-0.0982,55,0,104
2732,9,111,1,26,27,0.3577,-0.0144,0.3703,0.5324,0.4368,0.0863,-2.4756,-0.0982,55,0,104
2733,10,-421,3,12,15,0.0924,0.8608,0.6038,2.1429,0.4368,0.0863,-2.4756,-0.0982,55,0,104
2734,11,111,3,20,21,0.0411,0.0723,0.0152,0.1593,0.4368,0.0863,-2.4756,-0.0982,55,0,104
2735,12,321,10,38,38,0.3182,0.3719,-0.1203,0.7055,0.4372,0.0905,-2.4726,-0.0877,55,0,104
2736,13,-211,10,39,40,0.2338,0.0687,0.299,0.4102,0.4372,0.0905,-2.4726,-0.0877,55,0,104
2737,14,111,10,16,17,-0.3784,0.3057,0.5868,0.7741,0.4372,0.0905,-2.4726,-0.0877,55,0,104
2738,15,111,10,18,19,-0.0812,0.1145,-0.1617,0.2531,0.4372,0.0905,-2.4726,-0.0877,55,0,104
2739,16,22,14,-1,-1,-0.1177,0.0363,0.204,0.2383,0.4372,0.0905,-2.4726,-0.0877,55,0,104
2740,17,22,14,41,42,-0.2607,0.2694,0.3829,0.5358,0.4372,0.0905,-2.4726,-0.0877,55,0,104
2741,18,22,15,-1,-1,-0.0394,0.1354,-0.1479,0.2043,0.4372,0.0905,-2.4726,-0.0877,55,0,104
2742,19,22,15,-1,-1,-0.0418,-0.0209,-0.0138,0.0487,0.4372,0.0905,-2.4726,-0.0877,55,0,104
2743,20,22,11,-1,-1,0.0643,0.0288,-0.0433,0.0827,0.4368,0.0863,-2.4756,-0.0982,55,0,104
2744,21,22,11,43,44,-0.0233,0.0435,0.0585,0.0766,0.4368,0.0863,-2.4756,-0.0982,55,0,104
2745,22,22,4,45,45,-0.331,-0.2437,0.1274,0.4303,0.4368,0.0863,-2.4756,-0.0982,55,0,104
2746,23,22,4,-1,-1,-0.1407,-0.0128,0.0208,0.1428,0.4368,0.0863,-2.4756,-0.0982,55,0,104
2747,24,22,8,-1,-1,0.036,-0.3233,0.0121,0.3255,0.4368,0.0863,-2.4756,-0.0982,55,0,104
2748,25,22,8,-1,-1,-0.0422,-0.1719,-0.0726,0.1913,0.4368,0.0863,-2.4756,-0.0982,55,0,104
2749,26,22,9,-1,-1,0.3217,0.0144,0.364,0.4859,0.4368,0.0863,-2.4756,-0.0982,55,0,104
2750,27,22,9,46,47,0.036,-0.0287,0.0064,0.0465,0.4368,0.0863,-2.4756,-0.0982,55,0,104
2751,28,333,2,30,31,0.6398,-2.215,2.2018,3.3503,0.4695,0.0718,-2.4822,-0.1145,55,0,104
2752,29,-10321,2,32,33,-0.2553,2.0848,0.0511,2.4037,0.4695,0.0718,-2.4822,-0.1145,55,0,104
2753,30,321,28,48,49,0.3183,-0.8037,0.8357,1.2998,0.4695,0.0718,-2.4822,-0.1145,55,0,104
2754,31,-321,28,50,52,0.3215,-1.4112,1.3661,2.0506,0.4695,0.0718,-2.4822,-0.1145,55,0,104
2755,32,310,29,53,54,-0.0774,2.1046,0.1177,2.1672,0.4695,0.0718,-2.4822,-0.1145,55,0,104
2756,33,-211,29,55,57,-0.1779,-0.0198,-0.0666,0.2365,0.4695,0.0718,-2.4822,-0.1145,55,0,104
2757,0,300553,-1,1,2,0.1759,0,4.4917,11.4951,0.3918,0.0749,4.436,0.7482,55,0,105
2758,1,521,0,3,4,-0.1067,-0.2716,2.2924,5.7627,0.3918,0.0749,4.436,0.7482,55,0,105
2759,2,-521,0,9,11,0.2825,0.2716,2.1993,5.7323,0.3918,0.0749,4.436,0.7482,55,0,105
2760,3,333,1,5,6,-1.9228,-0.6853,-0.1438,2.2848,0.3915,0.0742,4.4424,0.7642,55,0,105
2761,4,10321,1,7,8,1.8161,0.4136,2.4362,3.4779,0.3915,0.0742,4.4424,0.7642,55,0,105
2762,5,321,3,31,32,-1.2026,-0.4547,-0.0843,1.3798,0.3915,0.0742,4.4424,0.7642,55,0,105
2763,6,-321,3,33,33,-0.7202,-0.2306,-0.0595,0.905,0.3915,0.0742,4.4424,0.7642,55,0,105
2764,7,310,4,34,35,0.8111,-0.5343,1.1443,1.5813,0.3915,0.0742,4.4424,0.7642,55,0,105
2765,8,211,4,36,38,1.005,0.948,1.2918,1.8966,0.3915,0.0742,4.4424,0.7642,55,0,105
2766,9,421,2,12,13,0.7016,0.9398,1.0697,2.449,0.3931,0.0762,4.4462,0.7746,55,0,105
2767,10,-213,2,22,23,0.5705,-1.0849,1.2662,1.9451,0.3931,0.0762,4.4462,0.7746,55,0,105
2768,11,223,2,26,28,-0.9896,0.4167,-0.1366,1.3382,0.3931,0.0762,4.4462,0.7746,55,0,105
2769,12,-323,9,14,15,0.1365,0.6848,0.2462,1.162,0.6302,0.3938,4.8077,1.6023,55,0,105
2770,13,213,9,17,18,0.5651,0.255,0.8235,1.287,0.6302,0.3938,4.8077,1.6023,55,0,105
2771,14,-311,12,16,16,0.0025,0.0854,0.1313,0.5217,0.6302,0.3938,4.8077,1.6023,55,0,105
2772,15,-211,12,-1,-1,0.1341,0.5994,0.1149,0.6402,0.6302,0.3938,4.8077,1.6023,55,0,105
2773,16,310,14,39,40,0.0025,0.0854,0.1313,0.5217,0.6302,0.3938,4.8077,1.6023,55,0,105
2774,17,211,13,41,42,0.0659,-0.2239,0.3244,0.4233,0.6302,0.3938,4.8077,1.6023,55,0,105
2775,18,111,13,19,21,0.4992,0.479,0.4991,0.8637,0.6302,0.3938,4.8077,1.6023,55,0,105
2776,19,-11,18,-1,-1,0.0016,0.0074,0.0021,0.0079,0.6302,0.3938,4.8077,1.6023,55,0,105
2777,20,11,18,43,45,0.4958,0.4706,0.472,0.8307,0.6302,0.3938,4.8077,1.6023,55,0,105
2778,21,22,18,46,47,0.0019,0.0009,0.025,0.0251,0.6302,0.3938,4.8077,1.6023,55,0,105
2779,22,-211,10,48,49,0.2456,-1.0887,0.9604,1.4789,0.3931,0.0762,4.4462,0.7746,55,0,105
2780,23,111,10,24,25,0.3249,0.0038,0.3059,0.4662,0.3931,0.0762,4.4462,0.7746,55,0,105
2781,24,22,23,-1,-1,0.0269,0.0432,0.0376,0.0632,0.3931,0.0762,4.4462,0.7746,55,0,105
2782,25,22,23,-1,-1,0.298,-0.0395,0.2683,0.4029,0.3931,0.0762,4.4462,0.7746,55,0,105
2783,26,-211,11,-1,-1,-0.3245,-0.0227,-0.2503,0.4335,0.3931,0.0762,4.4462,0.7746,55,0,105
2784,27,211,11,50,50,-0.3108,0.1307,0.1875,0.4102,0.3931,0.0762,4.4462,0.7746,55,0,105
2785,28,111,11,29,30,-0.3543,0.3087,-0.0739,0.4945,0.3931,0.0762,4.4462,0.7746,55,0,105
2786,29,22,28,-1,-1,-0.1475,0.1904,0.0121,0.2411,0.3931,0.0762,4.4462,0.7746,55,0,105
2787,30,22,28,-1,-1,-0.2068,0.1183,-0.086,0.2533,0.3931,0.0762,4.4462,0.7746,55,0,105
2788,0,300553,-1,1,2,0.1759,0,4.4935,11.4929,0.5603,0.0669,-1.1981,-0.1911,55,0,106
2789,1,521,0,3,4,0.2274,0.2787,2.2702,5.7578,0.5603,0.0669,-1.1981,-0.1911,55,0,106
2790,2,-521,0,9,12,-0.0515,-0.2787,2.2232,5.7351,0.5603,0.0669,-1.1981,-0.1911,55,0,106
2791,3,333,1,5,6,0.5441,-1.4573,-0.731,1.9976,0.6416,0.1665,-0.3863,1.8676,55,0,106
2792,4,10321,1,7,8,-0.3167,1.736,3.0012,3.7602,0.6416,0.1665,-0.3863,1.8676,55,0,106
2793,5,321,3,22,26,0.3727,-0.9274,-0.4393,1.1982,0.6416,0.1665,-0.3863,1.8676,55,0,106
2794,6,-321,3,27,28,0.1714,-0.53,-0.2917,0.7994,0.6416,0.1665,-0.3863,1.8676,55,0,106
2795,7,310,4,29,30,0.3217,1.0449,1.0752,1.6122,0.6416,0.1665,-0.3863,1.8676,55,0,106
2796,8,211,4,31,31,-0.6384,0.6911,1.926,2.1481,0.6416,0.1665,-0.3863,1.8676,55,0,106
2797,9,411,2,13,16,-0.1934,-0.1644,1.9347,2.7024,0.5576,0.0524,-1.0826,0.1067,55,0,106
2798,10,111,2,20,21,-0.0664,-0.1966,0.4481,0.5119,0.5576,0.0524,-1.0826,0.1067,55,0,106
2799,11,-211,2,32,34,-0.8663,-0.5635,-0.5774,1.192,0.5576,0.0524,-1.0826,0.1067,55,0,106
2800,12,-211,2,35,36,1.0746,0.6458,0.4179,1.3288,0.5576,0.0524,-1.0826,0.1067,55,0,106
2801,13,-311,9,17,17,-0.3713,-0.5375,1.0971,1.3705,0.4999,0.0034,-0.5053,0.9131,55,0,106
2802,14,111,9,18,19,0.3867,-0.097,0.139,0.4432,0.4999,0.0034,-0.5053,0.9131,55,0,106
2803,15,-11,9,37,37,0.0041,0.1667,0.308,0.3502,0.4999,0.0034,-0.5053,0.9131,55,0,106
2804,16,12,9,-1,-1,-0.2128,0.3035,0.3906,0.5385,0.4999,0.0034,-0.5053,0.9131,55,0,106
2805,17,310,13,38,39,-0.3713,-0.5375,1.0971,1.3705,0.4999,0.0034,-0.5053,0.9131,55,0,106
2806,18,22,14,-1,-1,0.3173,-0.0602,0.0539,0.3275,0.4999,0.0034,-0.5053,0.9131,55,0,106
2807,19,22,14,40,41,0.0693,-0.0368,0.0851,0.1157,0.4999,0.0034,-0.5053,0.9131,55,0,106
2808,20,22,10,-1,-1,0.0066,0.0088,-0.0026,0.0113,0.5576,0.0524,-1.0826,0.1067,55,0,106
2809,21,22,10,42,43,-0.073,-0.2054,0.4506,0.5006,0.5576,0.0524,-1.0826,0.1067,55,0,106
2810,0,300553,-1,1,2,0.176,0,4.5004,11.4978,0.4306,0.0711,1.3206,0.2287,55,0,107
2811,1,521,0,3,6,-0.2327,0.0688,2.1987,5.7238,0.4306,0.0711,1.3206,0.2287,55,0,107
2812,2,-521,0,27,28,0.4087,-0.0688,2.3017,5.7739,0.4306,0.0711,1.3206,0.2287,55,0,107
2813,3,-423,1,7,8,-1.2648,-0.8222,0.9782,2.6946,0.4225,0.0735,1.3966,0.4265,55,0,107
2814,4,213,1,19,20,0.5548,-0.2827,-0.1284,0.9751,0.4225,0.0735,1.3966,0.4265,55,0,107
2815,5,-213,1,23,24,0.3674,0.4252,0.3442,0.7888,0.4225,0.0735,1.3966,0.4265,55,0,107
2816,6,211,1,33,34,0.1099,0.7485,1.0047,1.2654,0.4225,0.0735,1.3966,0.4265,55,0,107
2817,7,-421,3,9,10,-1.1566,-0.7839,0.9436,2.514,0.4225,0.0735,1.3966,0.4265,55,0,107
2818,8,111,3,17,18,-0.1082,-0.0383,0.0346,0.1805,0.4225,0.0735,1.3966,0.4265,55,0,107
2819,9,223,7,11,13,-0.8798,0.0067,0.0446,1.1883,0.2846,-0.0199,1.5091,0.7261,55,0,107
2820,10,311,7,16,16,-0.2768,-0.7906,0.899,1.3258,0.2846,-0.0199,1.5091,0.7261,55,0,107
2821,11,-211,9,-1,-1,-0.3519,-0.005,0.1296,0.4002,0.2846,-0.0199,1.5091,0.7261,55,0,107
2822,12,211,9,35,36,-0.3419,0.2536,-0.0759,0.4543,0.2846,-0.0199,1.5091,0.7261,55,0,107
2823,13,111,9,14,15,-0.186,-0.2419,-0.0092,0.3337,0.2846,-0.0199,1.5091,0.7261,55,0,107
2824,14,22,13,-1,-1,-0.1735,-0.2517,0.0135,0.306,0.2846,-0.0199,1.5091,0.7261,55,0,107
2825,15,22,13,-1,-1,-0.0124,0.0099,-0.0227,0.0277,0.2846,-0.0199,1.5091,0.7261,55,0,107
2826,16,130,10,37,42,-0.2768,-0.7906,0.899,1.3258,0.2846,-0.0199,1.5091,0.7261,55,0,107
2827,17,22,8,-1,-1,-0.0794,0.0245,0.0645,0.1052,0.4225,0.0735,1.3966,0.4265,55,0,107
2828,18,22,8,-1,-1,-0.0288,-0.0628,-0.03,0.0753,0.4225,0.0735,1.3966,0.4265,55,0,107
2829,19,211,4,43,44,0.4028,0.1536,0.0625,0.4574,0.4225,0.0735,1.3966,0.4265,55,0,107
2830,20,111,4,21,22,0.152,-0.4362,-0.1908,0.5177,0.4225,0.0735,1.3966,0.4265,55,0,107
2831,21,22,20,-1,-1,0.1052,-0.1296,-0.0998,0.1945,0.4225,0.0735,1.3966,0.4265,55,0,107
2832,22,22,20,45,46,0.0469,-0.3066,-0.0911,0.3233,0.4225,0.0735,1.3966,0.4265,55,0,107
2833,23,-211,5,-1,-1,0.2706,0.3827,0.1147,0.5023,0.4225,0.0735,1.3966,0.4265,55,0,107
2834,24,111,5,25,26,0.0968,0.0426,0.2295,0.2865,0.4225,0.0735,1.3966,0.4265,55,0,107
2835,25,22,24,47,48,0.0824,0.078,0.2193,0.2469,0.4225,0.0735,1.3966,0.4265,55,0,107
2836,26,22,24,-1,-1,0.0144,-0.0354,0.0102,0.0396,0.4225,0.0735,1.3966,0.4265,55,0,107
2837,27,333,2,29,30,-2.0375,-0.2886,1.7169,2.8672,0.4389,0.0697,1.3673,0.3458,55,0,107
2838,28,-10321,2,31,32,2.4462,0.2198,0.5848,2.9067,0.4389,0.0697,1.3673,0.3458,55,0,107
2839,29,321,27,49,50,-1.1675,-0.1906,1.0907,1.6831,0.4389,0.0697,1.3673,0.3458,55,0,107
2840,30,-321,27,51,51,-0.87,-0.098,0.6262,1.1842,0.4389,0.0697,1.3673,0.3458,55,0,107
2841,31,310,28,52,53,1.405,-0.3775,-0.0565,1.5387,0.4389,0.0697,1.3673,0.3458,55,0,107
2842,32,-211,28,54,56,1.0411,0.5974,0.6413,1.368,0.4389,0.0697,1.3673,0.3458,55,0,107
2843,0,300553,-1,1,2,0.176,0,4.5015,11.499,0.4332,0.0684,-3.7885,-0.6234,55,0,108
2844,1,521,0,3,5,-0.0094,-0.3016,2.3778,5.7978,0.4332,0.0684,-3.7885,-0.6234,55,0,108
2845,2,-521,0,18,19,0.1854,0.3016,2.1237,5.7013,0.4332,0.0684,-3.7885,-0.6234,55,0,108
2846,3,-423,1,6,7,-0.3186,-0.6545,2.7616,3.4906,0.4327,0.0534,-3.6699,-0.3342,55,0,108
2847,4,-13,1,25,25,-0.0441,-0.8565,0.2463,0.8985,0.4327,0.0534,-3.6699,-0.3342,55,0,108
2848,5,14,1,-1,-1,0.3532,1.2093,-0.6301,1.4086,0.4327,0.0534,-3.6699,-0.3342,55,0,108
2849,6,-421,3,8,10,-0.3239,-0.6033,2.5172,3.2067,0.4327,0.0534,-3.6699,-0.3342,55,0,108
2850,7,111,3,16,17,0.0054,-0.0512,0.2444,0.2839,0.4327,0.0534,-3.6699,-0.3342,55,0,108
2851,8,321,6,26,27,0.2597,-0.6013,0.9414,1.2486,0.4128,0.0162,-3.5149,-0.1367,55,0,108
2852,9,-211,6,28,28,-0.0854,-0.0075,0.5326,0.5572,0.4128,0.0162,-3.5149,-0.1367,55,0,108
2853,10,223,6,11,13,-0.4982,0.0054,1.0432,1.4009,0.4128,0.0162,-3.5149,-0.1367,55,0,108
2854,11,-211,10,29,29,-0.0368,-0.0414,0.227,0.2722,0.4128,0.0162,-3.5149,-0.1367,55,0,108
2855,12,211,10,30,33,-0.5403,-0.0423,0.4407,0.7124,0.4128,0.0162,-3.5149,-0.1367,55,0,108
2856,13,111,10,14,15,0.0788,0.0891,0.3755,0.4164,0.4128,0.0162,-3.5149,-0.1367,55,0,108
2857,14,22,13,34,35,-0.0234,0.0624,0.0903,0.1122,0.4128,0.0162,-3.5149,-0.1367,55,0,108
2858,15,22,13,-1,-1,0.1023,0.0267,0.2852,0.3042,0.4128,0.0162,-3.5149,-0.1367,55,0,108
2859,16,22,7,-1,-1,-0.0463,0.0031,0.0265,0.0535,0.4327,0.0534,-3.6699,-0.3342,55,0,108
2860,17,22,7,-1,-1,0.0517,-0.0542,0.2179,0.2304,0.4327,0.0534,-3.6699,-0.3342,55,0,108
2861,18,333,2,20,21,-0.0565,-1.9014,2.166,3.0573,0.4351,0.0715,-3.7667,-0.5648,55,0,108
2862,19,-10321,2,22,24,0.2419,2.203,-0.0423,2.6439,0.4351,0.0715,-3.7667,-0.5648,55,0,108
2863,20,321,18,36,36,0.0311,-1.1692,1.3141,1.8272,0.4351,0.0715,-3.7667,-0.5648,55,0,108
2864,21,-321,18,37,39,-0.0875,-0.7322,0.8519,1.2301,0.4351,0.0715,-3.7667,-0.5648,55,0,108
2865,22,310,19,40,41,-0.1449,0.2207,0.2146,0.6028,0.4351,0.0715,-3.7667,-0.5648,55,0,108
2866,23,-211,19,42,47,0.3787,1.957,-0.2556,2.0145,0.4351,0.0715,-3.7667,-0.5648,55,0,108
2867,24,22,19,-1,-1,0.0081,0.0254,-0.0013,0.0267,0.4351,0.0715,-3.7667,-0.5648,55,0,108
2868,0,300553,-1,1,2,0.1759,0,4.4943,11.4985,0.4156,0.0659,0.1151,0.0276,55,0,109
2869,1,521,0,3,4,-0.1749,-0.185,2.4147,5.8107,0.4156,0.0659,0.1151,0.0276,55,0,109
2870,2,-521,0,9,11,0.3508,0.185,2.0796,5.6878,0.4156,0.0659,0.1151,0.0276,55,0,109
2871,3,333,1,5,6,-2.1708,0.2603,0.1888,2.4191,0.4067,0.0564,0.2384,0.3244,55,0,109
2872,4,10321,1,7,8,1.9959,-0.4453,2.2259,3.3917,0.4067,0.0564,0.2384,0.3244,55,0,109
2873,5,321,3,25,28,-1.3233,0.2255,0.1076,1.4343,0.4067,0.0564,0.2384,0.3244,55,0,109
2874,6,-321,3,29,30,-0.8475,0.0348,0.0812,0.9848,0.4067,0.0564,0.2384,0.3244,55,0,109
2875,7,310,4,31,32,0.2211,0.2285,0.8823,1.0617,0.4067,0.0564,0.2384,0.3244,55,0,109
2876,8,211,4,33,39,1.7748,-0.6738,1.3436,2.3299,0.4067,0.0564,0.2384,0.3244,55,0,109
2877,9,423,2,12,13,1.1899,0.0457,1.3763,2.7095,0.4511,0.0846,0.3251,0.6021,55,0,109
2878,10,11,2,40,43,0.4899,0.1583,1.3901,1.4823,0.4511,0.0846,0.3251,0.6021,55,0,109
2879,11,-12,2,-1,-1,-1.3289,-0.019,-0.6867,1.496,0.4511,0.0846,0.3251,0.6021,55,0,109
2880,12,421,9,14,18,1.1211,-0.094,1.2735,2.5229,0.4511,0.0846,0.3251,0.6021,55,0,109
2881,13,22,9,-1,-1,0.0688,0.1397,0.1027,0.1866,0.4511,0.0846,0.3251,0.6021,55,0,109
2882,14,-321,12,-1,-1,0.702,-0.3076,0.3145,0.9644,0.5046,0.0801,0.3859,0.7225,55,0,109
2883,15,211,12,44,46,-0.1735,0.1918,0.1476,0.3289,0.5046,0.0801,0.3859,0.7225,55,0,109
2884,16,111,12,19,20,0.1231,0.0517,0.3901,0.4339,0.5046,0.0801,0.3859,0.7225,55,0,109
2885,17,111,12,21,22,0.251,-0.1652,0.3794,0.5024,0.5046,0.0801,0.3859,0.7225,55,0,109
2886,18,111,12,23,24,0.2186,0.1353,0.042,0.2934,0.5046,0.0801,0.3859,0.7225,55,0,109
2887,19,22,16,47,48,0.071,0.0707,0.3536,0.3675,0.5046,0.0801,0.3859,0.7225,55,0,109
2888,20,22,16,-1,-1,0.052,-0.0189,0.0365,0.0663,0.5046,0.0801,0.3859,0.7225,55,0,109
2889,21,22,17,-1,-1,0.143,-0.1594,0.2003,0.2932,0.5046,0.0801,0.3859,0.7225,55,0,109
2890,22,22,17,-1,-1,0.108,-0.0058,0.1791,0.2092,0.5046,0.0801,0.3859,0.7225,55,0,109
2891,23,22,18,-1,-1,0.1024,0.0582,-0.0483,0.1273,0.5046,0.0801,0.3859,0.7225,55,0,109
2892,24,22,18,-1,-1,0.1162,0.0771,0.0902,0.1661,0.5046,0.0801,0.3859,0.7225,55,0,109
2893,0,300553,-1,1,2,0.176,0,4.5013,11.5006,0.5218,0.0752,3.7388,0.6321,55,0,110
2894,1,521,0,3,6,-0.2253,-0.1213,2.3618,5.789,0.5218,0.0752,3.7388,0.6321,55,0,110
2895,2,-521,0,17,18,0.4013,0.1213,2.1394,5.7116,0.5218,0.0752,3.7388,0.6321,55,0,110
2896,3,-421,1,7,9,-0.1157,-1.4368,1.8533,2.9983,0.469,0.0468,4.292,1.988,55,0,110
2897,4,211,1,23,23,0.0953,-0.0145,-0.0522,0.1775,0.469,0.0468,4.292,1.988,55,0,110
2898,5,10311,1,14,15,-0.2949,0.5408,0.2636,1.6298,0.469,0.0468,4.292,1.988,55,0,110
2899,6,-311,1,16,16,0.09,0.7893,0.2972,0.9834,0.469,0.0468,4.292,1.988,55,0,110
2900,7,323,3,10,11,-0.6034,-0.4511,1.2097,1.7227,0.4554,-0.1221,4.51,2.3407,55,0,110
2901,8,11,3,24,27,0.2001,-0.4722,0.3001,0.5942,0.4554,-0.1221,4.51,2.3407,55,0,110
2902,9,-12,3,-1,-1,0.2876,-0.5136,0.3434,0.6815,0.4554,-0.1221,4.51,2.3407,55,0,110
2903,10,321,7,28,29,-0.242,-0.4093,1.1375,1.328,0.4554,-0.1221,4.51,2.3407,55,0,110
2904,11,111,7,12,13,-0.3613,-0.0418,0.0723,0.3946,0.4554,-0.1221,4.51,2.3407,55,0,110
2905,12,22,11,-1,-1,-0.2547,-0.0637,-0.0025,0.2626,0.4554,-0.1221,4.51,2.3407,55,0,110
2906,13,22,11,30,31,-0.1066,0.0219,0.0748,0.132,0.4554,-0.1221,4.51,2.3407,55,0,110
2907,14,321,5,32,32,-0.2414,0.9909,0.2114,1.1526,0.469,0.0468,4.292,1.988,55,0,110
2908,15,-211,5,33,33,-0.0535,-0.4501,0.0522,0.4771,0.469,0.0468,4.292,1.988,55,0,110
2909,16,310,6,34,35,0.09,0.7893,0.2972,0.9834,0.469,0.0468,4.292,1.988,55,0,110
2910,17,333,2,19,20,-1.8646,1.2083,0.4955,2.4937,0.6046,0.1003,4.1804,1.8111,55,0,110
2911,18,-10321,2,21,22,2.2659,-1.0871,1.644,3.2178,0.6046,0.1003,4.1804,1.8111,55,0,110
2912,19,321,17,36,36,-1.0143,0.6121,0.1451,1.2916,0.6046,0.1003,4.1804,1.8111,55,0,110
2913,20,-321,17,37,38,-0.8503,0.5962,0.3504,1.2021,0.6046,0.1003,4.1804,1.8111,55,0,110
2914,21,310,18,39,40,0.3545,-0.3762,0.5094,0.88,0.6046,0.1003,4.1804,1.8111,55,0,110
2915,22,-211,18,41,43,1.9114,-0.7109,1.1345,2.3379,0.6046,0.1003,4.1804,1.8111,55,0,110
2916,0,300553,-1,1,2,0.1758,0,4.4962,11.4828,0.5353,0.07,-4.6051,-0.7594,55,0,111
2917,1,521,0,3,5,0.0742,0.178,2.211,5.7267,0.5353,0.07,-4.6051,-0.7594,55,0,111
2918,2,-521,0,27,28,0.1016,-0.178,2.2852,5.7561,0.5353,0.07,-4.6051,-0.7594,55,0,111
2919,3,-423,1,6,7,0.0948,0.5008,1.438,2.521,0.556,0.1197,-3.9887,0.8373,55,0,111
2920,4,413,1,18,19,-0.6142,0.0252,0.9973,2.3273,0.556,0.1197,-3.9887,0.8373,55,0,111
2921,5,311,1,26,26,0.5936,-0.3479,-0.2243,0.8783,0.556,0.1197,-3.9887,0.8373,55,0,111
2922,6,-421,3,8,10,0.1249,0.4786,1.3625,2.3619,0.556,0.1197,-3.9887,0.8373,55,0,111
2923,7,111,3,16,17,-0.0301,0.0221,0.0755,0.1591,0.556,0.1197,-3.9887,0.8373,55,0,111
2924,8,311,6,11,11,-0.6862,0.4145,0.605,1.1209,0.5605,0.137,-3.9393,0.9228,55,0,111
2925,9,111,6,12,13,0.3178,-0.2085,0.3007,0.5031,0.5605,0.137,-3.9393,0.9228,55,0,111
2926,10,111,6,14,15,0.4932,0.2727,0.4568,0.7379,0.5605,0.137,-3.9393,0.9228,55,0,111
2927,11,310,8,33,34,-0.6862,0.4145,0.605,1.1209,0.5605,0.137,-3.9393,0.9228,55,0,111
2928,12,22,9,-1,-1,0.0701,-0.0888,0.1547,0.1917,0.5605,0.137,-3.9393,0.9228,55,0,111
2929,13,22,9,-1,-1,0.2477,-0.1198,0.1459,0.3114,0.5605,0.137,-3.9393,0.9228,55,0,111
2930,14,22,10,-1,-1,0.255,0.1709,0.3257,0.4475,0.5605,0.137,-3.9393,0.9228,55,0,111
2931,15,22,10,-1,-1,0.2383,0.1018,0.1311,0.2904,0.5605,0.137,-3.9393,0.9228,55,0,111
2932,16,22,7,-1,-1,-0.0084,0.0197,-0.0379,0.0436,0.556,0.1197,-3.9887,0.8373,55,0,111
2933,17,22,7,35,36,-0.0217,0.0024,0.1135,0.1156,0.556,0.1197,-3.9887,0.8373,55,0,111
2934,18,421,4,20,21,-0.5281,0.0229,0.9061,2.1396,0.556,0.1197,-3.9887,0.8373,55,0,111
2935,19,211,4,37,37,-0.0862,0.0023,0.0912,0.1877,0.556,0.1197,-3.9887,0.8373,55,0,111
2936,20,-313,18,22,23,-0.4805,0.3585,0.6742,1.2786,0.5244,0.121,-3.9345,0.9653,55,0,111
2937,21,113,18,24,25,-0.0476,-0.3356,0.2319,0.861,0.5244,0.121,-3.9345,0.9653,55,0,111
2938,22,-321,20,38,40,-0.1307,-0.0367,0.4722,0.6965,0.5244,0.121,-3.9345,0.9653,55,0,111
2939,23,211,20,41,41,-0.3498,0.3952,0.202,0.5821,0.5244,0.121,-3.9345,0.9653,55,0,111
2940,24,211,21,42,42,0.0421,-0.2223,-0.2337,0.3539,0.5244,0.121,-3.9345,0.9653,55,0,111
2941,25,-211,21,-1,-1,-0.0896,-0.1133,0.4656,0.507,0.5244,0.121,-3.9345,0.9653,55,0,111
2942,26,130,5,43,44,0.5936,-0.3479,-0.2243,0.8783,0.556,0.1197,-3.9887,0.8373,55,0,111
2943,27,333,2,29,30,0.7231,-0.0684,-1.355,1.8443,0.5397,0.0623,-4.506,-0.5096,55,0,111
2944,28,-10321,2,31,32,-0.6215,-0.1096,3.6401,3.9118,0.5397,0.0623,-4.506,-0.5096,55,0,111
2945,29,321,27,45,45,0.3409,-0.1447,-0.5874,0.8521,0.5397,0.0623,-4.506,-0.5096,55,0,111
2946,30,-321,27,46,46,0.3822,0.0763,-0.7675,0.9923,0.5397,0.0623,-4.506,-0.5096,55,0,111
2947,31,310,28,47,48,-0.261,-0.5613,1.5921,1.7792,0.5397,0.0623,-4.506,-0.5096,55,0,111
2948,32,-211,28,49,57,-0.3605,0.4517,2.048,2.1326,0.5397,0.0623,-4.506,-0.5096,55,0,111
2949,0,300553,-1,1,2,0.176,0,4.4965,11.5003,0.4904,0.0735,2.3011,0.3923,55,0,112
2950,1,521,0,3,4,-0.1084,-0.3054,2.2848,5.7615,0.4904,0.0735,2.3011,0.3923,55,0,112
2951,2,-521,0,18,19,0.2844,0.3054,2.2116,5.7389,0.4904,0.0735,2.3011,0.3923,55,0,112
2952,3,20433,1,5,6,-0.3252,-1.2819,0.2143,2.8008,0.4898,0.0719,2.3135,0.4235,55,0,112
2953,4,-421,1,15,17,0.2168,0.9765,2.0706,2.9606,0.4898,0.0719,2.3135,0.4235,55,0,112
2954,5,433,3,7,8,-0.27,-1.1324,0.4837,2.4599,0.4898,0.0719,2.3135,0.4235,55,0,112
2955,6,111,3,13,14,-0.0552,-0.1495,-0.2695,0.3409,0.4898,0.0719,2.3135,0.4235,55,0,112
